States,Years,Quarter,District,Transaction_count,Transaction_amount
Jammu & Kashmir,2022,4,kishtwar district,283374,387202000.0
Jammu & Kashmir,2022,4,pulwama district,963378,1594430000.0
Jammu & Kashmir,2022,4,ramban district,438060,692351000.0
Jammu & Kashmir,2022,4,rajouri district,726588,1476620000.0
Jammu & Kashmir,2022,4,kulgam district,654424,837066000.0
Jammu & Kashmir,2022,4,budgam district,1306982,1932170000.0
Jammu & Kashmir,2022,4,anantnag district,1338553,1684090000.0
Jammu & Kashmir,2022,4,kupwara district,1219778,1804600000.0
Jammu & Kashmir,2023,1,muzaffarabad district,20128,51235500.0
Jammu & Kashmir,2023,1,doda district,865832,963594000.0
Jammu & Kashmir,2023,1,samba district,1784289,2881890000.0
Jammu & Kashmir,2023,1,mirpur district,126701,289931000.0
Jammu & Kashmir,2023,1,srinagar district,3695677,5650180000.0
Jammu & Kashmir,2023,1,baramulla district,2752305,3542420000.0
Jammu & Kashmir,2023,1,jammu district,10062633,15395700000.0
Jammu & Kashmir,2023,1,ganderbal district,644922,800268000.0
Jammu & Kashmir,2023,1,udhampur district,2150992,3199400000.0
Jammu & Kashmir,2023,1,bandipore district,754833,915148000.0
Jammu & Kashmir,2023,1,reasi district,1233189,1862760000.0
Jammu & Kashmir,2023,1,shopian district,623973,739994000.0
Jammu & Kashmir,2023,1,poonch district,897818,1517840000.0
Jammu & Kashmir,2023,1,kathua district,1772544,2772580000.0
Jammu & Kashmir,2023,1,kishtwar district,487478,569177000.0
Jammu & Kashmir,2023,1,pulwama district,1576453,2301560000.0
Jammu & Kashmir,2023,1,ramban district,772706,1041150000.0
Jammu & Kashmir,2023,1,rajouri district,1314677,2352040000.0
Jammu & Kashmir,2023,1,kulgam district,1057703,1040760000.0
Jammu & Kashmir,2023,1,budgam district,2135840,2875360000.0
Jammu & Kashmir,2023,1,anantnag district,2186498,2447320000.0
Jammu & Kashmir,2023,1,kupwara district,2010053,2711440000.0
Jammu & Kashmir,2023,2,muzaffarabad district,35337,65849800.0
Jammu & Kashmir,2023,2,doda district,1230358,1389630000.0
Jammu & Kashmir,2023,2,samba district,2462291,3578070000.0
Jammu & Kashmir,2023,2,mirpur district,183099,376012000.0
Jammu & Kashmir,2023,2,srinagar district,5798618,9057850000.0
Jammu & Kashmir,2023,2,baramulla district,3950312,5012740000.0
Jammu & Kashmir,2023,2,jammu district,12519665,18093000000.0
Jammu & Kashmir,2023,2,ganderbal district,1094888,1523910000.0
Jammu & Kashmir,2023,2,udhampur district,2810698,4021270000.0
Jammu & Kashmir,2023,2,bandipore district,1065502,1344240000.0
Jammu & Kashmir,2023,2,reasi district,1749496,2622420000.0
Jammu & Kashmir,2023,2,shopian district,989787,1103190000.0
Jammu & Kashmir,2023,2,poonch district,1340547,2319470000.0
Jammu & Kashmir,2023,2,kathua district,2417101,3367800000.0
Jammu & Kashmir,2023,2,kishtwar district,663666,813629000.0
Jammu & Kashmir,2023,2,pulwama district,2254773,3358020000.0
Jammu & Kashmir,2023,2,ramban district,1125339,1467710000.0
Jammu & Kashmir,2023,2,rajouri district,1846860,3125640000.0
Jammu & Kashmir,2023,2,kulgam district,1628248,1640400000.0
Jammu & Kashmir,2023,2,budgam district,3062613,4214980000.0
Jammu & Kashmir,2023,2,anantnag district,3335448,3997880000.0
Jammu & Kashmir,2023,2,kupwara district,3023653,4036250000.0
Jammu & Kashmir,2023,3,muzaffarabad district,43317,92613400.0
Jammu & Kashmir,2023,3,doda district,1389865,1662180000.0
Jammu & Kashmir,2023,3,samba district,2803963,3799380000.0
Jammu & Kashmir,2023,3,mirpur district,182955,360261000.0
Jammu & Kashmir,2023,3,srinagar district,7003470,9995590000.0
Jammu & Kashmir,2023,3,baramulla district,4764647,5690610000.0
Jammu & Kashmir,2023,3,jammu district,14432102,19883900000.0
Jammu & Kashmir,2023,3,ganderbal district,1518152,2303130000.0
Jammu & Kashmir,2023,3,udhampur district,3051454,4231600000.0
Jammu & Kashmir,2023,3,bandipore district,1276481,1596060000.0
Jammu & Kashmir,2023,3,reasi district,1898355,2602430000.0
Jammu & Kashmir,2023,3,shopian district,1189432,1294710000.0
Jammu & Kashmir,2023,3,poonch district,1478439,2362350000.0
Jammu & Kashmir,2023,3,kathua district,2707886,3791250000.0
Jammu & Kashmir,2023,3,kishtwar district,798927,1004500000.0
Jammu & Kashmir,2023,3,pulwama district,2662125,3873280000.0
Jammu & Kashmir,2023,3,ramban district,1292908,1777540000.0
Jammu & Kashmir,2023,3,rajouri district,2098826,3436520000.0
Jammu & Kashmir,2023,3,kulgam district,1931905,1983210000.0
Jammu & Kashmir,2023,3,budgam district,3693931,4944330000.0
Jammu & Kashmir,2023,3,anantnag district,4122154,4972380000.0
Jammu & Kashmir,2023,3,kupwara district,3562285,4358320000.0
Jammu & Kashmir,2023,4,muzaffarabad district,45913,88114300.0
Jammu & Kashmir,2023,4,doda district,1522265,1782460000.0
Jammu & Kashmir,2023,4,samba district,3222238,4396000000.0
Jammu & Kashmir,2023,4,mirpur district,207425,403391000.0
Jammu & Kashmir,2023,4,srinagar district,7074012,10113400000.0
Jammu & Kashmir,2023,4,baramulla district,5009274,6414810000.0
Jammu & Kashmir,2023,4,jammu district,16836698,23295900000.0
Jammu & Kashmir,2023,4,ganderbal district,1239072,1587490000.0
Jammu & Kashmir,2023,4,udhampur district,3516389,4822650000.0
Jammu & Kashmir,2023,4,bandipore district,1337160,1583430000.0
Jammu & Kashmir,2023,4,reasi district,2204425,2902560000.0
Jammu & Kashmir,2023,4,shopian district,1358140,1705190000.0
Jammu & Kashmir,2023,4,poonch district,1611652,2569000000.0
Jammu & Kashmir,2023,4,kathua district,3271541,4645360000.0
Jammu & Kashmir,2023,4,kishtwar district,838700,1009420000.0
Jammu & Kashmir,2023,4,pulwama district,2718256,3937050000.0
Jammu & Kashmir,2023,4,ramban district,1353636,1727320000.0
Jammu & Kashmir,2023,4,rajouri district,2348353,3744670000.0
Jammu & Kashmir,2023,4,kulgam district,2038643,2300540000.0
Jammu & Kashmir,2023,4,budgam district,3782455,4948840000.0
Jammu & Kashmir,2023,4,anantnag district,3898355,4563640000.0
Jammu & Kashmir,2023,4,kupwara district,3732530,4528950000.0
Jammu & Kashmir,2024,1,muzaffarabad district,40747,66094000.0
Jammu & Kashmir,2024,1,doda district,1698725,1803820000.0
Jammu & Kashmir,2024,1,samba district,3596063,4686290000.0
Jammu & Kashmir,2024,1,mirpur district,232220,412414000.0
Jammu & Kashmir,2024,1,srinagar district,6986808,9356470000.0
Jammu & Kashmir,2024,1,baramulla district,5226975,6071530000.0
Jammu & Kashmir,2024,1,jammu district,19249444,25207800000.0
Jammu & Kashmir,2024,1,ganderbal district,1242894,1400240000.0
Jammu & Kashmir,2024,1,udhampur district,3997488,5290780000.0
Jammu & Kashmir,2024,1,bandipore district,1434008,1477620000.0
Jammu & Kashmir,2024,1,reasi district,2407000,3091230000.0
Jammu & Kashmir,2024,1,shopian district,1343419,1290880000.0
Jammu & Kashmir,2024,1,poonch district,1915682,2790020000.0
Jammu & Kashmir,2024,1,kathua district,3624676,4828510000.0
Jammu & Kashmir,2024,1,kishtwar district,981291,1056960000.0
Jammu & Kashmir,2024,1,pulwama district,2847167,3669350000.0
Jammu & Kashmir,2024,1,ramban district,1407020,1662340000.0
Jammu & Kashmir,2024,1,rajouri district,2835974,4275410000.0
Jammu & Kashmir,2024,1,kulgam district,2067915,1924630000.0
Jammu & Kashmir,2024,1,budgam district,3901134,4842050000.0
Jammu & Kashmir,2024,1,anantnag district,4038432,4233560000.0
Jammu & Kashmir,2024,1,kupwara district,4041273,4522950000.0
Jammu & Kashmir,2024,2,muzaffarabad district,65577,100827000.0
Jammu & Kashmir,2024,2,doda district,2679397,2667590000.0
Jammu & Kashmir,2024,2,samba district,4620692,5474960000.0
Jammu & Kashmir,2024,2,mirpur district,319223,512669000.0
Jammu & Kashmir,2024,2,srinagar district,11316460,15196600000.0
Jammu & Kashmir,2024,2,baramulla district,7834503,8635640000.0
Jammu & Kashmir,2024,2,jammu district,23088400,28435800000.0
Jammu & Kashmir,2024,2,ganderbal district,2230686,2621910000.0
Jammu & Kashmir,2024,2,udhampur district,5214431,6456450000.0
Jammu & Kashmir,2024,2,bandipore district,2289271,2345110000.0
Jammu & Kashmir,2024,2,reasi district,3373533,4223790000.0
Jammu & Kashmir,2024,2,shopian district,2391199,2264970000.0
Jammu & Kashmir,2024,2,poonch district,3101626,4348840000.0
Jammu & Kashmir,2024,2,kathua district,4614808,5739550000.0
Jammu & Kashmir,2024,2,kishtwar district,1446675,1502150000.0
Jammu & Kashmir,2024,2,pulwama district,4536020,5698580000.0
Jammu & Kashmir,2024,2,ramban district,2117113,2432400000.0
Jammu & Kashmir,2024,2,rajouri district,4173589,5772240000.0
Jammu & Kashmir,2024,2,kulgam district,3477040,3155160000.0
Jammu & Kashmir,2024,2,budgam district,5873320,7125940000.0
Jammu & Kashmir,2024,2,anantnag district,7004398,7478900000.0
Jammu & Kashmir,2024,2,kupwara district,6411053,6871710000.0
Jammu & Kashmir,2024,3,muzaffarabad district,30609,86916500.0
Jammu & Kashmir,2024,3,doda district,2672105,3099270000.0
Jammu & Kashmir,2024,3,samba district,5356369,6503700000.0
Jammu & Kashmir,2024,3,mirpur district,9164,21887100.0
Jammu & Kashmir,2024,3,srinagar district,14195129,17710800000.0
Jammu & Kashmir,2024,3,baramulla district,8752832,9754600000.0
Jammu & Kashmir,2024,3,jammu district,24551372,30654900000.0
Jammu & Kashmir,2024,3,ganderbal district,2385062,2949190000.0
Jammu & Kashmir,2024,3,udhampur district,5443847,7115340000.0
Jammu & Kashmir,2024,3,bandipore district,2894586,3205370000.0
Jammu & Kashmir,2024,3,reasi district,3416523,4266660000.0
Jammu & Kashmir,2024,3,shopian district,3138540,3010710000.0
Jammu & Kashmir,2024,3,poonch district,3369821,4714750000.0
Jammu & Kashmir,2024,3,kathua district,4796521,6208790000.0
Jammu & Kashmir,2024,3,kishtwar district,1808446,2105750000.0
Jammu & Kashmir,2024,3,pulwama district,4807152,5860140000.0
Jammu & Kashmir,2024,3,ramban district,2643781,3188020000.0
Jammu & Kashmir,2024,3,rajouri district,4723904,6811230000.0
Jammu & Kashmir,2024,3,kulgam district,3496380,3362610000.0
Jammu & Kashmir,2024,3,budgam district,5881878,7223990000.0
Jammu & Kashmir,2024,3,anantnag district,8027992,8864460000.0
Jammu & Kashmir,2024,3,kupwara district,7153275,7751200000.0
Jammu & Kashmir,2024,4,muzaffarabad district,34453,96347700.0
Jammu & Kashmir,2024,4,doda district,2767769,3091990000.0
Jammu & Kashmir,2024,4,samba district,5901965,7553000000.0
Jammu & Kashmir,2024,4,mirpur district,10202,24190400.0
Jammu & Kashmir,2024,4,srinagar district,14027143,18539500000.0
Jammu & Kashmir,2024,4,baramulla district,9608988,12099400000.0
Jammu & Kashmir,2024,4,jammu district,27890608,35574000000.0
Jammu & Kashmir,2024,4,ganderbal district,2024659,3544730000.0
Jammu & Kashmir,2024,4,udhampur district,5811449,7645640000.0
Jammu & Kashmir,2024,4,bandipore district,3077642,3530360000.0
Jammu & Kashmir,2024,4,reasi district,3548201,4508080000.0
Jammu & Kashmir,2024,4,shopian district,3386199,3877900000.0
Jammu & Kashmir,2024,4,poonch district,3615074,5132940000.0
Jammu & Kashmir,2024,4,kathua district,5417728,7439370000.0
Jammu & Kashmir,2024,4,kishtwar district,1718811,1927820000.0
Jammu & Kashmir,2024,4,pulwama district,4928226,6294150000.0
Jammu & Kashmir,2024,4,ramban district,2637031,3166940000.0
Jammu & Kashmir,2024,4,rajouri district,5050106,7559340000.0
Jammu & Kashmir,2024,4,kulgam district,3723606,4228930000.0
Jammu & Kashmir,2024,4,budgam district,5936961,7579350000.0
Jammu & Kashmir,2024,4,anantnag district,7615690,8756270000.0
Jammu & Kashmir,2024,4,kupwara district,7528706,8780730000.0
Jharkhand,2018,1,ramgarh district,97459,85844900.0
Jharkhand,2018,1,ranchi district,356622,434234000.0
Jharkhand,2018,1,east singhbhum district,220276,257230000.0
Jharkhand,2018,1,jamtara district,21925,37530200.0
Jharkhand,2018,1,dumka district,37867,33366400.0
Jharkhand,2018,1,koderma district,58922,76001300.0
Jharkhand,2018,1,hazaribagh district,150709,171297000.0
Jharkhand,2018,1,simdega district,6739,9328080.0
Jharkhand,2018,1,garhwa district,47858,105426000.0
Jharkhand,2018,1,saraikela kharsawan district,83449,74573900.0
Jharkhand,2018,1,gumla district,12079,15422700.0
Jharkhand,2018,1,chatra district,28364,48808300.0
Jharkhand,2018,1,khunti district,10377,12238500.0
Jharkhand,2018,1,dhanbad district,340878,271973000.0
Jharkhand,2018,1,godda district,36994,36034000.0
Jharkhand,2018,1,deoghar district,70058,91100600.0
Jharkhand,2018,1,palamu district,84608,128142000.0
Jharkhand,2018,1,latehar district,20416,35121800.0
Jharkhand,2018,1,west singhbhum district,34197,38008800.0
Jharkhand,2018,1,pakur district,17321,10639900.0
Jharkhand,2018,1,lohardaga district,15716,16349300.0
Jharkhand,2018,1,sahebganj district,30741,44038700.0
Jharkhand,2018,1,giridih district,131905,131410000.0
Jharkhand,2018,1,bokaro district,263441,210068000.0
Jharkhand,2018,2,ramgarh district,120655,173725000.0
Jharkhand,2018,2,ranchi district,501072,820976000.0
Jharkhand,2018,2,east singhbhum district,323829,467009000.0
Jharkhand,2018,2,jamtara district,33336,65954500.0
Jharkhand,2018,2,dumka district,52730,62513800.0
Jharkhand,2018,2,koderma district,78447,157457000.0
Jharkhand,2018,2,hazaribagh district,214298,371520000.0
Jharkhand,2018,2,simdega district,9842,19537000.0
Jharkhand,2018,2,garhwa district,80546,248149000.0
Jharkhand,2018,2,saraikela kharsawan district,117686,128312000.0
Jharkhand,2018,2,gumla district,18470,30300800.0
Jharkhand,2018,2,chatra district,42721,103936000.0
Jharkhand,2018,2,khunti district,14808,24028500.0
Jharkhand,2018,2,dhanbad district,520547,503649000.0
Jharkhand,2018,2,godda district,55790,94877100.0
Jharkhand,2018,2,deoghar district,96438,148364000.0
Jharkhand,2018,2,palamu district,131021,325977000.0
Jharkhand,2018,2,latehar district,31244,78012600.0
Jharkhand,2018,2,west singhbhum district,49609,69912400.0
Jharkhand,2018,2,pakur district,24613,32269200.0
Jharkhand,2018,2,lohardaga district,20959,31539400.0
Jharkhand,2018,2,sahebganj district,44517,97661900.0
Jharkhand,2018,2,giridih district,172783,267172000.0
Jharkhand,2018,2,bokaro district,396119,398722000.0
Jharkhand,2018,3,ramgarh district,264474,310367000.0
Jharkhand,2018,3,ranchi district,1040485,1373310000.0
Jharkhand,2018,3,east singhbhum district,716556,825517000.0
Jharkhand,2018,3,jamtara district,73849,76580900.0
Jharkhand,2018,3,dumka district,151655,133011000.0
Jharkhand,2018,3,koderma district,138942,249949000.0
Jharkhand,2018,3,hazaribagh district,542701,663718000.0
Jharkhand,2018,3,simdega district,13726,25648400.0
Jharkhand,2018,3,garhwa district,108433,336404000.0
Jharkhand,2018,3,saraikela kharsawan district,290800,265695000.0
Jharkhand,2018,3,gumla district,25772,42595600.0
Jharkhand,2018,3,chatra district,79849,174207000.0
Jharkhand,2018,3,khunti district,21153,44676500.0
Jharkhand,2018,3,dhanbad district,2064271,1383330000.0
Jharkhand,2018,3,godda district,74223,125755000.0
Jharkhand,2018,3,deoghar district,152113,198908000.0
Jharkhand,2018,3,palamu district,166304,405649000.0
Jharkhand,2018,3,latehar district,44859,121527000.0
Jharkhand,2018,3,west singhbhum district,79053,112805000.0
Jharkhand,2018,3,pakur district,40103,53636000.0
Jharkhand,2018,3,lohardaga district,29529,51299900.0
Jharkhand,2018,3,sahebganj district,63020,126227000.0
Jharkhand,2018,3,giridih district,334079,457115000.0
Jharkhand,2018,3,bokaro district,1606672,1103640000.0
Jharkhand,2018,4,ramgarh district,245189,412830000.0
Jharkhand,2018,4,ranchi district,997887,1817670000.0
Jharkhand,2018,4,east singhbhum district,616640,990454000.0
Jharkhand,2018,4,jamtara district,69899,88236100.0
Jharkhand,2018,4,dumka district,108716,130200000.0
Jharkhand,2018,4,koderma district,145018,347564000.0
Jharkhand,2018,4,hazaribagh district,454790,843013000.0
Jharkhand,2018,4,simdega district,19546,44876900.0
Jharkhand,2018,4,garhwa district,150200,498426000.0
Jharkhand,2018,4,saraikela kharsawan district,242853,296733000.0
Jharkhand,2018,4,gumla district,35436,74139900.0
Jharkhand,2018,4,chatra district,99556,275374000.0
Jharkhand,2018,4,khunti district,27189,58660500.0
Jharkhand,2018,4,dhanbad district,1062585,1128040000.0
Jharkhand,2018,4,godda district,111530,195266000.0
Jharkhand,2018,4,deoghar district,152383,236117000.0
Jharkhand,2018,4,palamu district,234378,620095000.0
Jharkhand,2018,4,latehar district,69590,215460000.0
Jharkhand,2018,4,west singhbhum district,94778,161602000.0
Jharkhand,2018,4,pakur district,58677,76373300.0
Jharkhand,2018,4,lohardaga district,35604,81172000.0
Jharkhand,2018,4,sahebganj district,88654,175687000.0
Jharkhand,2018,4,giridih district,364032,575696000.0
Jharkhand,2018,4,bokaro district,798913,898225000.0
Jharkhand,2019,1,ramgarh district,349693,489904000.0
Jharkhand,2019,1,ranchi district,1958897,3112740000.0
Jharkhand,2019,1,east singhbhum district,909285,1244360000.0
Jharkhand,2019,1,jamtara district,92090,106210000.0
Jharkhand,2019,1,dumka district,161100,170045000.0
Jharkhand,2019,1,koderma district,206484,382616000.0
Jharkhand,2019,1,hazaribagh district,658381,1096530000.0
Jharkhand,2019,1,simdega district,21230,49042400.0
Jharkhand,2019,1,garhwa district,189007,622548000.0
Jharkhand,2019,1,saraikela kharsawan district,395831,376317000.0
Jharkhand,2019,1,gumla district,44668,89190200.0
Jharkhand,2019,1,chatra district,139459,349699000.0
Jharkhand,2019,1,khunti district,36962,76762600.0
Jharkhand,2019,1,dhanbad district,1390250,1330540000.0
Jharkhand,2019,1,godda district,193681,262229000.0
Jharkhand,2019,1,deoghar district,204610,311986000.0
Jharkhand,2019,1,palamu district,336935,875064000.0
Jharkhand,2019,1,latehar district,105495,304873000.0
Jharkhand,2019,1,west singhbhum district,132348,203417000.0
Jharkhand,2019,1,pakur district,89881,101086000.0
Jharkhand,2019,1,lohardaga district,44688,101421000.0
Jharkhand,2019,1,sahebganj district,111302,229450000.0
Jharkhand,2019,1,giridih district,540524,695057000.0
Jharkhand,2019,1,bokaro district,1074907,1046150000.0
Jharkhand,2019,2,ramgarh district,331688,593593000.0
Jharkhand,2019,2,ranchi district,3147028,5924690000.0
Jharkhand,2019,2,east singhbhum district,960100,1506000000.0
Jharkhand,2019,2,jamtara district,62476,117513000.0
Jharkhand,2019,2,dumka district,120692,195596000.0
Jharkhand,2019,2,koderma district,194180,466014000.0
Jharkhand,2019,2,hazaribagh district,633673,1332860000.0
Jharkhand,2019,2,simdega district,27420,68451200.0
